celular,data_nascimento,idade,sexo,cidade_residencial,bairro_residencial,cidade_trabalho,nome_campanha,bairro_trabalho,cidade_escola,bairro_escola,categoria_frequentada
(31) 97846-3880,2007-09-27,18,Masculino,Almeida,Vila Prudente,,placeholder_campanha,,São Paulo,Casa Verde,Lanchonetes e Fast-Food
(11) 92758-6489,1981-05-03,44,Feminino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Consolação,,,Lojas de Roupas e Calçados
(11) 92845-6417,1992-05-08,33,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,República,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 94164-3875,2004-08-27,21,Outro,São Paulo,Vila Prudente,,placeholder_campanha,,,,Cafeterias e Bistrôs Modernos
(11) 92562-4027,1958-03-01,67,Masculino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Sé,,,Calçados Confortáveis e Ortopédicos
(11) 91187-5285,1960-02-20,65,Outro,São Paulo,Casa Verde,São Paulo,placeholder_campanha,República,São Paulo,Casa Verde,Supermercados de Bairro e Mercadinhos
(11) 95833-7021,1999-11-11,25,Outro,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Higienópolis,,,Lojas de Moda Urbana e Alternativa
(71) 94578-5054,1980-04-13,45,Outro,São Paulo,República,São Paulo,placeholder_campanha,República,São Paulo,Bela Vista,Postos de Combustível e Serviços Automotivos
(31) 99792-3455,1977-07-17,48,Masculino,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Limão,São Paulo,Bela Vista,Lojas de Roupas e Calçados
(11) 97806-8484,1998-08-12,27,Outro,São Paulo,Jabaquara,,placeholder_campanha,,,,Lanchonetes e Fast-Food
(11) 91049-4570,1984-03-21,41,Outro,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Bela Vista,,,Farmácias e Drogarias
(61) 91519-5703,1959-05-15,66,Feminino,São Paulo,Higienópolis,,placeholder_campanha,,,,Restaurantes com comida caseira
(11) 97266-8348,2005-06-16,20,Feminino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Tatuapé,São Paulo,Higienópolis,Lojas de Roupas e Sneakers
(11) 94648-1056,1976-07-12,49,Masculino,Rocha,Jabaquara,,placeholder_campanha,,,,Postos de Combustível e Serviços Automotivos
(11) 94762-5055,1979-11-10,45,Feminino,São Paulo,Limão,São Paulo,placeholder_campanha,Tatuapé,São Paulo,Santana,"Bancos, Agências e Correspondentes"
(11) 92653-1550,1943-08-03,82,Feminino,São Paulo,Consolação,São Paulo,placeholder_campanha,Sé,São Paulo,Bela Vista,Clínicas Médicas e Laboratórios
(11) 95739-4836,1978-09-02,47,Outro,São Paulo,Lapa,São Paulo,placeholder_campanha,Casa Verde,São Paulo,Itaquera,Lojas de Móveis e Decoração
(11) 91998-3869,1991-04-21,34,Outro,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Perdizes,,,Clínicas de Saúde e Bem-estar
(11) 97688-3444,1949-01-22,76,Feminino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Penha,,,Clínicas Médicas e Laboratórios
(11) 91944-7761,1935-06-20,90,Feminino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,República,,,Clubes e Centros de Convivência
(11) 92514-9775,1978-03-19,47,Outro,São Paulo,Consolação,São Paulo,placeholder_campanha,Santana,,,"Bancos, Agências e Correspondentes"
(11) 94555-8854,2003-07-29,22,Masculino,São Paulo,Itaquera,São Paulo,placeholder_campanha,Jabaquara,,,Cafeterias e Bistrôs Modernos
(11) 98846-4974,1985-11-17,39,Outro,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,República,,,Lojas de Móveis e Decoração
(11) 96886-6053,1951-09-21,74,Feminino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Vila Prudente,,,Calçados Confortáveis e Ortopédicos
(41) 96126-7781,1997-01-29,28,Masculino,São Paulo,Casa Verde,,placeholder_campanha,,São Paulo,Higienópolis,Espaços Culturais e de Experiência Interativa
(11) 95836-3497,1974-06-30,51,Masculino,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Higienópolis,,,Clínicas de Saúde e Bem-estar
(11) 99005-9037,1977-12-13,47,Feminino,São Paulo,Penha,São Paulo,placeholder_campanha,Limão,São Paulo,Tatuapé,Postos de Combustível e Serviços Automotivos
(11) 92217-1794,1942-02-09,83,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Santana,São Paulo,Bela Vista,Fisioterapia e Terapias Complementares
(11) 98916-8993,2002-02-02,23,Masculino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,República,,,Cinema e Streaming Experience Stores
(11) 98054-3937,1980-03-01,45,Masculino,da Conceição do Norte,Ipiranga,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Sé,Farmácias e Drogarias
(11) 97652-8520,1999-09-08,26,Outro,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Tatuapé,,,Lanchonetes e Fast-Food
(11) 97213-7179,2004-12-18,20,Outro,São Paulo,Perdizes,São Paulo,placeholder_campanha,Sé,,,Academias e Studios Fitness
(11) 92562-9653,1996-05-18,29,Masculino,São Paulo,Lapa,São Paulo,placeholder_campanha,Bela Vista,,,Cinema e Streaming Experience Stores
(11) 91539-3938,1951-03-02,74,Feminino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Limão,,,Igrejas e Lojas de Artigos Religiosos
(11) 94939-7375,1943-04-14,82,Outro,São Paulo,Itaquera,São Paulo,placeholder_campanha,Santana,,,Calçados Confortáveis e Ortopédicos
(11) 98161-4803,1989-04-21,36,Masculino,São Paulo,Butantã,,placeholder_campanha,,,,Clínicas de Saúde e Bem-estar
(11) 95478-8381,1998-08-23,27,Feminino,São Paulo,Pinheiros,,placeholder_campanha,,,,Espaços Culturais e de Experiência Interativa
(11) 92404-5839,1978-09-23,47,Masculino,São Paulo,República,São Paulo,placeholder_campanha,Consolação,,,Clínicas de Saúde e Bem-estar
(11) 92499-1085,1936-04-03,89,Feminino,São Paulo,Limão,São Paulo,placeholder_campanha,Sé,,,Produtos Naturais e Fitoterápicos
(11) 92692-1430,1999-05-07,26,Masculino,São Paulo,República,São Paulo,placeholder_campanha,Limão,São Paulo,Bela Vista,Lojas de Moda Urbana e Alternativa
(31) 99537-3778,1998-06-11,27,Outro,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Consolação,São Paulo,Sé,Cinema e Streaming Experience Stores
(11) 92260-6916,1985-10-29,40,Feminino,Moura,Perdizes,São Paulo,placeholder_campanha,Limão,São Paulo,Sé,Clínicas de Saúde e Bem-estar
(11) 97224-6399,1938-05-16,87,Feminino,São Paulo,Perdizes,,placeholder_campanha,,São Paulo,Consolação,Clubes e Centros de Convivência
(11) 97524-6228,1983-05-28,42,Feminino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Consolação,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 97437-6980,1991-11-14,33,Masculino,Barros de Minas,Tucuruvi,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Tucuruvi,Lojas de Roupas e Calçados
(11) 92133-7703,1942-01-07,83,Outro,São Paulo,Perdizes,São Paulo,placeholder_campanha,Consolação,,,Restaurantes com comida caseira
(11) 98851-7566,1968-08-06,57,Outro,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Casa Verde,,,Postos de Combustível e Serviços Automotivos
(11) 92392-2791,2002-08-11,23,Masculino,São Paulo,Penha,São Paulo,placeholder_campanha,Limão,,,Academias e Studios Fitness
(61) 92735-1172,1991-10-12,34,Masculino,São Paulo,Ipiranga,,placeholder_campanha,,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 97129-7408,1981-01-11,44,Feminino,São Paulo,Lapa,,placeholder_campanha,,São Paulo,Perdizes,Farmácias e Drogarias
(11) 92406-2901,1966-06-17,59,Outro,São Paulo,Tatuapé,São Paulo,placeholder_campanha,Limão,,,Farmácias e Drogarias
(11) 98412-6225,1958-08-03,67,Masculino,São Paulo,Sé,São Paulo,placeholder_campanha,Bela Vista,,,Clínicas Médicas e Laboratórios
(31) 99454-3858,1950-11-07,75,Outro,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Sé,,,Clínicas Médicas e Laboratórios
(11) 98080-7481,1988-02-04,37,Masculino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Bela Vista,,,"Bancos, Agências e Correspondentes"
(11) 92025-2667,1979-08-15,46,Outro,São Paulo,Itaquera,São Paulo,placeholder_campanha,Sé,,,Clínicas de Saúde e Bem-estar
(11) 97431-2871,1952-11-26,72,Feminino,São Paulo,Jabaquara,,placeholder_campanha,,,,Igrejas e Lojas de Artigos Religiosos
(71) 92388-3194,1963-01-13,62,Feminino,São Paulo,Tatuapé,São Paulo,placeholder_campanha,Consolação,,,Restaurantes com comida caseira
(11) 97286-7931,1989-07-13,36,Masculino,São Paulo,Pinheiros,,placeholder_campanha,,,,Restaurantes e Gastronomia
(11) 99022-5732,1934-08-05,91,Masculino,São Paulo,Jabaquara,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 94196-7290,1955-02-06,70,Outro,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Sé,,,Supermercados de Bairro e Mercadinhos
(11) 94613-5785,2000-03-17,25,Masculino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Limão,,,Cafeterias e Bistrôs Modernos
(11) 95389-9898,1944-04-17,81,Feminino,São Paulo,Consolação,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(21) 95055-5877,1957-02-19,68,Masculino,São Paulo,Penha,,placeholder_campanha,,São Paulo,Tatuapé,Bancos e Casas Lotéricas
(11) 96744-8015,1964-11-27,60,Masculino,São Paulo,Tucuruvi,,placeholder_campanha,,,,Fisioterapia e Terapias Complementares
(11) 95605-9827,1999-06-09,26,Masculino,São Paulo,Tatuapé,São Paulo,placeholder_campanha,Higienópolis,,,Cafeterias e Bistrôs Modernos
(11) 97743-1971,1966-12-27,58,Feminino,São Paulo,Higienópolis,,placeholder_campanha,,São Paulo,República,"Bancos, Agências e Correspondentes"
(11) 97434-9019,1987-01-14,38,Masculino,São Paulo,Limão,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 92525-7600,1954-11-05,71,Outro,São Paulo,Penha,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Santana,Clubes e Centros de Convivência
(11) 96869-2037,1993-07-28,32,Outro,São Paulo,Santo Amaro,,placeholder_campanha,,,,Clínicas de Saúde e Bem-estar
(11) 96533-9967,1970-09-28,55,Outro,São Paulo,Campo Limpo,,placeholder_campanha,,,,Supermercados e Mercados Express
(11) 98529-1266,1963-11-30,61,Masculino,Nascimento de Goiás,Santana,São Paulo,placeholder_campanha,Sé,São Paulo,Tucuruvi,Igrejas e Lojas de Artigos Religiosos
(11) 95489-2529,2008-03-10,17,Outro,São Paulo,República,São Paulo,placeholder_campanha,Jabaquara,São Paulo,Tucuruvi,Barbearias/Salões com estética jovem
(11) 92559-1017,1990-04-23,35,Masculino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Sé,São Paulo,Santana,Lojas de Móveis e Decoração
(11) 98826-2160,1953-09-03,72,Masculino,São Paulo,Sé,São Paulo,placeholder_campanha,República,São Paulo,Tucuruvi,Clínicas Médicas e Laboratórios
(11) 91138-3688,1949-04-28,76,Feminino,São Paulo,Tucuruvi,,placeholder_campanha,,São Paulo,Sé,Bancos e Casas Lotéricas
(11) 92646-3293,1944-06-19,81,Masculino,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Consolação,São Paulo,Tucuruvi,Produtos Naturais e Fitoterápicos
(11) 95668-1439,1947-04-27,78,Outro,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Sé,São Paulo,Consolação,Clubes e Centros de Convivência
(11) 94949-9185,1954-05-01,71,Outro,São Paulo,Ipiranga,,placeholder_campanha,,São Paulo,República,Clínicas Médicas e Laboratórios
(11) 97895-6986,1995-09-12,30,Outro,São Paulo,Campo Limpo,,placeholder_campanha,,,,Lanchonetes e Fast-Food
(11) 91225-5295,1943-07-12,82,Masculino,São Paulo,Consolação,,placeholder_campanha,,,,Igrejas e Lojas de Artigos Religiosos
(11) 99209-7806,1936-08-24,89,Feminino,São Paulo,República,,placeholder_campanha,,,,Clínicas Médicas e Laboratórios
(11) 96077-2294,1982-04-28,43,Outro,Ramos,Higienópolis,São Paulo,placeholder_campanha,Bela Vista,,,Lojas de Móveis e Decoração
(11) 94909-1948,1939-11-06,86,Masculino,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Santana,,,Clínicas Médicas e Laboratórios
(11) 93248-1185,1995-11-12,29,Masculino,São Paulo,Penha,São Paulo,placeholder_campanha,Casa Verde,São Paulo,República,Cafeterias e Bistrôs Modernos
(11) 91480-6488,1938-09-24,87,Feminino,São Paulo,República,São Paulo,placeholder_campanha,Pinheiros,,,Produtos Naturais e Fitoterápicos
(11) 99185-3734,1955-08-14,70,Feminino,São Paulo,Sé,,placeholder_campanha,,,,Supermercados de Bairro e Mercadinhos
(11) 99336-1042,1958-08-08,67,Masculino,São Paulo,Bela Vista,São Paulo,placeholder_campanha,Sé,,,Clínicas Médicas e Laboratórios
(21) 97870-4678,1954-04-14,71,Feminino,São Paulo,Itaquera,São Paulo,placeholder_campanha,República,São Paulo,Santana,Clínicas Médicas e Laboratórios
(11) 99450-1752,1952-01-08,73,Feminino,São Paulo,Jabaquara,,placeholder_campanha,,,,Igrejas e Lojas de Artigos Religiosos
(11) 98483-1130,1965-03-23,60,Feminino,São Paulo,Lapa,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(11) 99083-4201,1972-08-03,53,Outro,Rezende do Sul,Casa Verde,São Paulo,placeholder_campanha,Santo Amaro,São Paulo,Bela Vista,Clínicas de Saúde e Bem-estar
(11) 97164-6038,1957-07-01,68,Masculino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Lapa,,,Supermercados de Bairro e Mercadinhos
(11) 94792-9515,1998-06-07,27,Feminino,São Paulo,Penha,São Paulo,placeholder_campanha,Santana,,,Barbearias/Salões com estética jovem
(11) 92020-8126,1985-05-09,40,Outro,da Cruz de Fernandes,Casa Verde,São Paulo,placeholder_campanha,Vila Prudente,,,Clínicas de Saúde e Bem-estar
(11) 95455-4827,1995-03-11,30,Masculino,Alves da Prata,Higienópolis,,placeholder_campanha,,,,Lojas de Roupas e Sneakers
(11) 98365-8635,1953-03-24,72,Feminino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Limão,,,Igrejas e Lojas de Artigos Religiosos
(11) 92481-3582,2001-07-27,24,Outro,São Paulo,Butantã,São Paulo,placeholder_campanha,Penha,São Paulo,Casa Verde,Barbearias/Salões com estética jovem
(11) 95896-5262,1971-07-03,54,Masculino,São Paulo,Vila Prudente,,placeholder_campanha,,,,Postos de Combustível e Serviços Automotivos
(11) 98570-2669,1970-11-04,55,Masculino,São Paulo,Consolação,,placeholder_campanha,,,,Restaurantes e Gastronomia
(11) 97563-7098,1935-12-02,89,Outro,São Paulo,Perdizes,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Sé,Clínicas Médicas e Laboratórios
(11) 96432-3007,1953-01-30,72,Masculino,Santos,Consolação,São Paulo,placeholder_campanha,Sé,,,Restaurantes com comida caseira
(11) 93831-6799,1962-01-17,63,Masculino,da Cunha das Pedras,Limão,São Paulo,placeholder_campanha,Tatuapé,,,Fisioterapia e Terapias Complementares
(11) 95835-9173,1934-09-28,91,Feminino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Consolação,,,Produtos Naturais e Fitoterápicos
(11) 99907-1319,2007-09-09,18,Feminino,São Paulo,Penha,São Paulo,placeholder_campanha,Casa Verde,,,Lojas de Moda Urbana e Alternativa
(11) 95430-3946,1936-05-27,89,Masculino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Penha,São Paulo,Butantã,Fisioterapia e Terapias Complementares
(31) 92640-5060,1959-10-30,66,Outro,São Paulo,Pinheiros,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 94594-7363,2000-04-16,25,Feminino,Rocha,Santana,São Paulo,placeholder_campanha,República,,,Lanchonetes e Fast-Food
(11) 96761-3328,2001-08-01,24,Outro,Lima de Azevedo,Campo Limpo,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Consolação,Lanchonetes e Fast-Food
(11) 91011-6435,2006-09-22,19,Outro,São Paulo,Higienópolis,São Paulo,placeholder_campanha,República,São Paulo,Consolação,Cafeterias e Bistrôs Modernos
(11) 96978-2188,1988-02-17,37,Feminino,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,República,São Paulo,Sé,Lojas de Roupas e Calçados
(11) 93854-6846,1965-09-14,60,Masculino,São Paulo,Santana,São Paulo,placeholder_campanha,Casa Verde,São Paulo,Limão,"Papelarias, Livrarias e Lojas de Escritório"
(11) 96213-4619,1987-01-16,38,Outro,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Tucuruvi,,,Clínicas de Saúde e Bem-estar
(11) 92453-6500,1964-03-26,61,Feminino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,República,,,Farmácias e Drogarias
(11) 98179-7875,1988-12-25,36,Masculino,São Paulo,Campo Limpo,,placeholder_campanha,,,,Lojas de Móveis e Decoração
(11) 98855-4695,1963-07-05,62,Masculino,São Paulo,Consolação,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Sé,Clínicas Médicas e Laboratórios
(11) 99962-2525,2009-02-03,16,Feminino,São Paulo,Butantã,,placeholder_campanha,,,,Barbearias/Salões com estética jovem
(31) 98113-3573,2000-11-30,24,Masculino,São Paulo,Tucuruvi,,placeholder_campanha,,,,Lojas de Moda Urbana e Alternativa
(11) 99849-5346,2005-01-14,20,Outro,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Higienópolis,,,Lojas de Roupas e Sneakers
(11) 91062-8005,2003-01-13,22,Masculino,São Paulo,Perdizes,,placeholder_campanha,,São Paulo,Consolação,Cinema e Streaming Experience Stores
(61) 92892-6052,2002-08-26,23,Feminino,São Paulo,Limão,São Paulo,placeholder_campanha,Consolação,,,Barbearias/Salões com estética jovem
(11) 98303-1731,2007-03-16,18,Feminino,São Paulo,Limão,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Santana,Cafeterias e Bistrôs Modernos
(11) 99871-7782,1957-05-13,68,Outro,São Paulo,Consolação,,placeholder_campanha,,,,Restaurantes com comida caseira
(61) 94860-8803,1954-03-23,71,Feminino,São Paulo,Consolação,São Paulo,placeholder_campanha,Jabaquara,São Paulo,Tucuruvi,Clínicas Médicas e Laboratórios
(31) 93067-1699,1970-05-31,55,Feminino,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Itaquera,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 92097-2425,1987-07-29,38,Feminino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Sé,,,Supermercados e Mercados Express
(11) 99561-7874,1962-03-04,63,Masculino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Bela Vista,,,Fisioterapia e Terapias Complementares
(11) 95687-9775,2004-04-13,21,Feminino,São Paulo,Limão,São Paulo,placeholder_campanha,Higienópolis,,,Lojas de Roupas e Sneakers
(11) 93356-7581,1944-07-07,81,Masculino,São Paulo,Itaquera,,placeholder_campanha,,São Paulo,República,Calçados Confortáveis e Ortopédicos
(11) 95965-6094,1974-12-22,50,Feminino,São Paulo,Sé,,placeholder_campanha,,São Paulo,Sé,Clínicas de Saúde e Bem-estar
(11) 97828-2462,1997-04-23,28,Masculino,São Paulo,Santo Amaro,,placeholder_campanha,,,,Academias e Studios Fitness
(11) 99442-3604,2006-04-25,19,Masculino,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Santana,São Paulo,Itaquera,Lanchonetes e Fast-Food
(11) 98478-1828,2002-07-27,23,Feminino,São Paulo,Limão,São Paulo,placeholder_campanha,Sé,,,Cafeterias e Bistrôs Modernos
(11) 94963-7102,1986-09-14,39,Feminino,São Paulo,Santana,,placeholder_campanha,,,,Postos de Combustível e Serviços Automotivos
(11) 93679-5237,1974-12-31,50,Outro,São Paulo,República,São Paulo,placeholder_campanha,Consolação,,,"Bancos, Agências e Correspondentes"
(11) 94688-4387,1947-06-16,78,Feminino,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Santana,,,Clínicas Médicas e Laboratórios
(11) 91138-4666,1996-11-21,28,Feminino,São Paulo,Tatuapé,,placeholder_campanha,,,,Cinema e Streaming Experience Stores
(11) 97168-6713,1972-11-03,53,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Higienópolis,,,Farmácias e Drogarias
(11) 97131-5631,1996-04-02,29,Feminino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Butantã,,,Cinema e Streaming Experience Stores
(11) 95895-4086,1961-04-26,64,Masculino,São Paulo,Casa Verde,,placeholder_campanha,,,,Fisioterapia e Terapias Complementares
(11) 96236-3292,1954-04-17,71,Outro,São Paulo,Campo Limpo,,placeholder_campanha,,São Paulo,Sé,Farmácias e Drogarias
(11) 94111-6622,1977-05-24,48,Outro,São Paulo,Pinheiros,,placeholder_campanha,,,,Clínicas de Saúde e Bem-estar
(11) 93785-3967,1998-03-05,27,Feminino,São Paulo,Higienópolis,,placeholder_campanha,,,,Lojas de Moda Urbana e Alternativa
(11) 93999-6499,1970-02-23,55,Outro,São Paulo,Penha,São Paulo,placeholder_campanha,Vila Prudente,,,Clínicas de Saúde e Bem-estar
(11) 95817-8598,1941-09-09,84,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Santo Amaro,,,Bancos e Casas Lotéricas
